Date_Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,dayOfWeek,Time,Hour,Min,Temperature,Dew Point,Humidity,Wind,Wind Speed,Condition,anHourAgo_Temp,anHourAgo_DewPoint,anHourAgo_Humid,anHourAgo_Wind,anHourAgo_WindSpeed,anHourAgo_Condition,halfHourAgo_Temp,halfHourAgo_DewPoint,halfHourAgo_Humid,halfHourAgo_Wind,halfHourAgo_WindSpeed,halfHourAgo_Condition,DaySession
2015-11-25 18:07:55,foreigner ,female,thin,41.0,no,no_kids,big,red,casual,red,short_sleeve,orange,long,clothes,4,8,no,Wednesday,18:07,18,07,29 °C,25 °C,79 %,W,9 km/h,Thunder,30 °C,25 °C,74 %,W,11 km/h,Mostly Cloudy,30 °C,25 °C,74 %,WSW,9 km/h,Mostly Cloudy,Afternoon
2015-11-25 21:25:02,chinese,male,thin,36.0,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,clothes,6,10,no,Wednesday,21:25,21,25,24 °C,23 °C,94 %,E,4 km/h,Light Rain,24 °C,23 °C,94 %,N,7 km/h,Light Rain with Thunder,24 °C,23 °C,94 %,NNE,7 km/h,Light Rain with Thunder,Evening
2015-11-25 21:25:02,chinese,male,thin,49.0,no,no_kids,big,blue,casual,red,short_sleeve,black,short,blankets,5,8,no,Wednesday,21:25,21,25,24 °C,23 °C,94 %,E,4 km/h,Light Rain,24 °C,23 °C,94 %,N,7 km/h,Light Rain with Thunder,24 °C,23 °C,94 %,NNE,7 km/h,Light Rain with Thunder,Evening
2015-11-25 21:58:23,indian,female,moderate,50.0,no,no_kids,big,blue,casual,black ,short_sleeve,blue,short,clothes,3,9,yes,Wednesday,21:58,21,58,24 °C,23 °C,94 %,E,4 km/h,Light Rain,24 °C,23 °C,94 %,NNE,7 km/h,Light Rain with Thunder,24 °C,23 °C,94 %,E,4 km/h,Light Rain,Evening
2015-11-25 21:58:23,indian,female,fat,32.0,no,no_kids,big,white,casual,black,short_sleeve,blue,short,clothes,5,8,no,Wednesday,21:58,21,58,24 °C,23 °C,94 %,E,4 km/h,Light Rain,24 °C,23 °C,94 %,NNE,7 km/h,Light Rain with Thunder,24 °C,23 °C,94 %,E,4 km/h,Light Rain,Evening
2015-11-25 21:59:20,chinese,female,moderate,53.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,Wednesday,21:59,21,59,24 °C,23 °C,94 %,E,4 km/h,Light Rain,24 °C,23 °C,94 %,NNE,7 km/h,Light Rain with Thunder,24 °C,23 °C,94 %,E,4 km/h,Light Rain,Evening
2015-11-25 22:30:03,indian,male,fat,40.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,10,no,Wednesday,22:30,22,30,24 °C,24 °C,100 %,S,4 km/h,Light Rain,24 °C,23 °C,94 %,E,4 km/h,Light Rain,24 °C,23 °C,94 %,ESE,4 km/h,Light Rain,Evening
2015-11-25 22:30:03,chinese,male,thin,49.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,3,7,no,Wednesday,22:30,22,30,24 °C,24 °C,100 %,S,4 km/h,Light Rain,24 °C,23 °C,94 %,E,4 km/h,Light Rain,24 °C,23 °C,94 %,ESE,4 km/h,Light Rain,Evening
2015-11-25 22:33:38,foreigner ,female,thin,47.0,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,6,8,no,Wednesday,22:33,22,33,24 °C,24 °C,100 %,S,4 km/h,Light Rain,24 °C,23 °C,94 %,E,4 km/h,Light Rain,24 °C,23 °C,94 %,ESE,4 km/h,Light Rain,Evening
2015-11-25 22:33:38,chinese,female,moderate,37.0,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,5,7,no,Wednesday,22:33,22,33,24 °C,24 °C,100 %,S,4 km/h,Light Rain,24 °C,23 °C,94 %,E,4 km/h,Light Rain,24 °C,23 °C,94 %,ESE,4 km/h,Light Rain,Evening
2015-11-25 22:41:24,indian,female,fat,49.0,yes,young,big,black,casual,black,short_sleeve,blue_jeans,long,clothes,5,7,no,Wednesday,22:41,22,41,24 °C,24 °C,100 %,S,4 km/h,Light Rain,24 °C,23 °C,94 %,E,4 km/h,Light Rain,24 °C,23 °C,94 %,ESE,4 km/h,Light Rain,Evening
2015-11-25 23:00:39,chinese,male,thin,44.0,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,6,9,no,Wednesday,23:00,23,00,24 °C,24 °C,100 %,CALM,0 km/h,Light Rain,24 °C,23 °C,94 %,ESE,4 km/h,Light Rain,24 °C,24 °C,100 %,S,4 km/h,Light Rain,Evening
2015-11-26 01:15:45,foreigner ,female,moderate,43.0,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,4,7,no,Thursday,01:15,01,15,25 °C,24 °C,94 %,NNE,9 km/h,Mostly Cloudy,25 °C,24 °C,94 %,N,7 km/h,Mostly Cloudy,25 °C,24 °C,94 %,NNE,9 km/h,Mostly Cloudy,Night
2015-11-26 01:15:45,foreigner ,female,thin,47.0,no,no_kids,big,red,casual,brown,short_sleeve,pink,long,clothes,5,9,no,Thursday,01:15,01,15,25 °C,24 °C,94 %,NNE,9 km/h,Mostly Cloudy,25 °C,24 °C,94 %,N,7 km/h,Mostly Cloudy,25 °C,24 °C,94 %,NNE,9 km/h,Mostly Cloudy,Night
2015-11-26 01:41:18,indian,female,thin,45.0,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no,Thursday,01:41,01,41,25 °C,24 °C,94 %,NNE,7 km/h,Light Rain,25 °C,24 °C,94 %,NNE,9 km/h,Mostly Cloudy,25 °C,24 °C,94 %,NNE,9 km/h,Mostly Cloudy,Night
2015-11-26 03:53:40,chinese,male,thin,51.0,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,4,9,no,Thursday,03:53,03,53,25 °C,24 °C,94 %,CALM,0 km/h,Mostly Cloudy,25 °C,24 °C,94 %,N,6 km/h,Mostly Cloudy,25 °C,24 °C,94 %,CALM,0 km/h,Mostly Cloudy,Night
2015-11-26 07:19:32,foreigner ,male,moderate,48.0,no,no_kids,small,white,casual,white,short_sleeve,green,long,clothes,5,10,no,Thursday,07:19,07,19,25 °C,24 °C,94 %,ENE,6 km/h,Mostly Cloudy,25 °C,24 °C,94 %,NE,7 km/h,Mostly Cloudy,25 °C,24 °C,94 %,NE,9 km/h,Mostly Cloudy,Morning
2015-11-26 09:05:04,foreigner ,male,moderate,33.0,no,no_kids,big,white,casual,white,short_sleeve,brown,long,clothes,6,8,no,Thursday,09:05,09,05,26 °C,25 °C,94 %,N,4 km/h,Mostly Cloudy,25 °C,24 °C,94 %,NNE,2 km/h,Mostly Cloudy,26 °C,24 °C,89 %,NW,4 km/h,Mostly Cloudy,Morning
2015-11-26 09:05:04,indian,male,fat,37.0,no,no_kids,big,blue,casual,grey,short_sleeve,black,long,clothes,4,8,yes,Thursday,09:05,09,05,26 °C,25 °C,94 %,N,4 km/h,Mostly Cloudy,25 °C,24 °C,94 %,NNE,2 km/h,Mostly Cloudy,26 °C,24 °C,89 %,NW,4 km/h,Mostly Cloudy,Morning
2015-11-26 10:37:00,indian,male,moderate,46.0,no,no_kids,big,black,casual,black,short_sleeve,grey,short,clothes,5,8,no,Thursday,10:37,10,37,28 °C,25 °C,84 %,NW,4 km/h,Mostly Cloudy,27 °C,25 °C,89 %,N,4 km/h,Mostly Cloudy,27 °C,25 °C,89 %,N,6 km/h,Mostly Cloudy,Morning
2015-11-26 10:37:00,chinese,male,thin,28.0,no,no_kids,big,white,casual,green,unknown,black,long,clothes,5,8,no,Thursday,10:37,10,37,28 °C,25 °C,84 %,NW,4 km/h,Mostly Cloudy,27 °C,25 °C,89 %,N,4 km/h,Mostly Cloudy,27 °C,25 °C,89 %,N,6 km/h,Mostly Cloudy,Morning
2015-11-26 12:28:12,indian,male,moderate,40.0,yes,young,big,green,casual,white,short_sleeve,black,long,clothes,6,7,no,Thursday,12:28,12,28,30 °C,26 °C,79 %,N,2 km/h,Mostly Cloudy,29 °C,25 °C,79 %,NNE,2 km/h,Mostly Cloudy,30 °C,26 °C,79 %,NE,4 km/h,Mostly Cloudy,Morning
2015-11-26 16:46:45,indian,unknown,fat,35.0,no,no_kids,big,blue,casual,brown,short_sleeve,black,short,clothes,4,10,no,Thursday,16:46,16,46,25 °C,24 °C,94 %,E,13 km/h,Light Rain with Thunder,29 °C,25 °C,79 %,S,15 km/h,Light Rain with Thunder,24 °C,24 °C,100 %,ESE,28 km/h,Heavy T-Storm,Afternoon
2015-11-26 18:07:14,foreigner ,male,moderate,36.0,no,no_kids,big,yellow,casual,black,short_sleeve,white,short,clothes,5,7,no,Thursday,18:07,18,07,23 °C,23 °C,100 %,WNW,6 km/h,Light Rain with Thunder,23 °C,22 °C,94 %,NNW,20 km/h,Light Rain with Thunder,23 °C,23 °C,100 %,WNW,11 km/h,Light Rain with Thunder,Afternoon
2015-11-26 19:08:56,indian,male,fat,41.0,no,no_kids,big,yellow,casual,orange,short_sleeve,black,long,blankets,4,7,no,Thursday,19:08,19,08,24 °C,23 °C,94 %,WSW,2 km/h,Light Rain with Thunder,23 °C,23 °C,100 %,WNW,6 km/h,Light Rain with Thunder,24 °C,23 °C,94 %,NW,4 km/h,Light Rain with Thunder,Evening
2015-11-26 19:09:25,indian,female,moderate,34.0,no,no_kids,big,blue,casual,yellow,short_sleeve,black,long,clothes,3,7,no,Thursday,19:09,19,09,24 °C,23 °C,94 %,WSW,2 km/h,Light Rain with Thunder,23 °C,23 °C,100 %,WNW,6 km/h,Light Rain with Thunder,24 °C,23 °C,94 %,NW,4 km/h,Light Rain with Thunder,Evening
2015-11-26 19:30:30,chinese,male,fat,29.0,no,no_kids,unknown,blue,casual,grey,short_sleeve,brown,short,clothes,3,7,no,Thursday,19:30,19,30,24 °C,23 °C,94 %,NNW,2 km/h,Light Rain with Thunder,24 °C,23 °C,94 %,NW,4 km/h,Light Rain with Thunder,24 °C,23 °C,94 %,WSW,2 km/h,Light Rain with Thunder,Evening
2015-11-26 22:37:33,chinese,male,thin,43.0,no,no_kids,big,unknown,casual,blue,unknown,red,short,clothes,5,10,no,Thursday,22:37,22,37,24 °C,23 °C,94 %,SSW,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSE,4 km/h,Mostly Cloudy,Evening
2015-11-26 22:46:40,malay,female,fat,32.0,no,no_kids,big,blue,casual,black,long sleeve,black,long,clothes,3,7,no,Thursday,22:46,22,46,24 °C,23 °C,94 %,SSW,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSE,4 km/h,Mostly Cloudy,Evening
2015-11-26 23:04:09,foreigner ,male,moderate,44.0,no,no_kids,big,purple,casual,grey,short_sleeve,black,long,clothes,6,10,no,Thursday,23:04,23,04,24 °C,23 °C,94 %,S,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSW,2 km/h,Mostly Cloudy,Evening
2015-11-26 23:13:56,chinese,female,thin,47.0,no,no_kids,big,white,formal,red,long sleeve,blue,long,clothes,6,8,yes,Thursday,23:13,23,13,24 °C,23 °C,94 %,S,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSW,2 km/h,Mostly Cloudy,Evening
2015-11-26 23:21:09,indian,male,moderate,45.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no,Thursday,23:21,23,21,24 °C,23 °C,94 %,S,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSW,2 km/h,Mostly Cloudy,Evening
2015-11-26 23:32:17,malay,female,fat,45.0,no,no_kids,big,blue,casual,blue,short_sleeve,black,long,clothes,4,10,no,Thursday,23:32,23,32,24 °C,23 °C,94 %,S,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSW,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,S,2 km/h,Mostly Cloudy,Evening
2015-11-26 23:32:17,malay,female,thin,54.0,no,no_kids,big,red,casual,grey,long sleeve,black,long,clothes,4,9,no,Thursday,23:32,23,32,24 °C,23 °C,94 %,S,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,SSW,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,S,2 km/h,Mostly Cloudy,Evening
2015-11-27 08:26:31,chinese,female,moderate,49.0,no,no_kids,big,green,casual,orange,short_sleeve,blue_jeans,short,clothes,4,10,no,Friday,08:26,08,26,24 °C,23 °C,94 %,E,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,NE,7 km/h,Mostly Cloudy,24 °C,23 °C,94 %,NNE,4 km/h,Mostly Cloudy,Morning
2015-11-27 08:45:29,malay,female,thin,34.0,no,no_kids,big,grey,casual,white,short_sleeve,black,long,clothes,3,8,no,Friday,08:45,08,45,24 °C,23 °C,94 %,ENE,6 km/h,Mostly Cloudy,24 °C,23 °C,94 %,NNE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,E,2 km/h,Mostly Cloudy,Morning
2015-11-27 08:55:52,chinese,male,thin,44.0,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,4,9,no,Friday,08:55,08,55,24 °C,23 °C,94 %,ENE,6 km/h,Mostly Cloudy,24 °C,23 °C,94 %,NNE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,E,2 km/h,Mostly Cloudy,Morning
2015-11-27 08:55:52,chinese,female,moderate,53.0,no,no_kids,big,white,casual,brown,short_sleeve,blue_jeans,short,clothes,4,7,no,Friday,08:55,08,55,24 °C,23 °C,94 %,ENE,6 km/h,Mostly Cloudy,24 °C,23 °C,94 %,NNE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,E,2 km/h,Mostly Cloudy,Morning
2015-11-27 09:15:51,indian,male,thin,33.0,no,no_kids,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no,Friday,09:15,09,15,25 °C,23 °C,89 %,NE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,E,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,ENE,6 km/h,Mostly Cloudy,Morning
2015-11-27 09:15:51,indian,male,thin,36.0,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,5,10,no,Friday,09:15,09,15,25 °C,23 °C,89 %,NE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,E,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,ENE,6 km/h,Mostly Cloudy,Morning
2015-11-27 09:15:51,indian,male,thin,53.0,no,no_kids,big,grey,casual,white,short_sleeve,red,short,clothes,6,10,no,Friday,09:15,09,15,25 °C,23 °C,89 %,NE,4 km/h,Mostly Cloudy,24 °C,23 °C,94 %,E,2 km/h,Mostly Cloudy,24 °C,23 °C,94 %,ENE,6 km/h,Mostly Cloudy,Morning
2015-11-27 10:22:32,malay,female,moderate,47.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,clothes,6,10,no,Friday,10:22,10,22,26 °C,24 °C,89 %,W,6 km/h,Mostly Cloudy,25 °C,23 °C,89 %,NE,4 km/h,Mostly Cloudy,26 °C,24 °C,89 %,N,2 km/h,Mostly Cloudy,Morning
2015-11-27 11:35:02,foreigner ,female,moderate,54.0,no,no_kids,big,white,casual,yellow,long sleeve,blue,long,blankets,4,9,no,Friday,11:35,11,35,28 °C,24 °C,79 %,WNW,6 km/h,Mostly Cloudy,27 °C,24 °C,84 %,W,2 km/h,Mostly Cloudy,27 °C,24 °C,84 %,W,2 km/h,Mostly Cloudy,Morning
2015-11-27 11:35:02,foreigner ,female,thin,34.0,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,6,10,no,Friday,11:35,11,35,28 °C,24 °C,79 %,WNW,6 km/h,Mostly Cloudy,27 °C,24 °C,84 %,W,2 km/h,Mostly Cloudy,27 °C,24 °C,84 %,W,2 km/h,Mostly Cloudy,Morning
2015-11-27 12:25:06,chinese,male,moderate,52.0,no,no_kids,big,yellow,traditional,black,long sleeve,black,long,blankets,4,8,yes,Friday,12:25,12,25,29 °C,25 °C,79 %,NNW,7 km/h,Mostly Cloudy,27 °C,24 °C,84 %,W,2 km/h,Mostly Cloudy,28 °C,24 °C,79 %,WNW,6 km/h,Mostly Cloudy,Morning
2015-11-27 12:37:20,indian,male,moderate,52.0,no,no_kids,small,yellow,formal,red,short_sleeve,blue,long,clothes,5,9,no,Friday,12:37,12,37,29 °C,24 °C,74 %,WNW,6 km/h,Mostly Cloudy,28 °C,24 °C,79 %,WNW,6 km/h,Mostly Cloudy,29 °C,25 °C,79 %,NNW,7 km/h,Mostly Cloudy,Morning
2015-11-27 12:48:06,chinese,male,thin,38.0,yes,toddler,big,blue,casual,red,short_sleeve,brown,long,clothes,4,7,no,Friday,12:48,12,48,29 °C,24 °C,74 %,WNW,6 km/h,Mostly Cloudy,28 °C,24 °C,79 %,WNW,6 km/h,Mostly Cloudy,29 °C,25 °C,79 %,NNW,7 km/h,Mostly Cloudy,Morning
2015-11-27 13:25:50,chinese,female,fat,53.0,no,no_kids,big,red,casual,brown,long sleeve,red,long,clothes,3,9,no,Friday,13:25,13,25,30 °C,24 °C,70 %,WNW,6 km/h,Mostly Cloudy,29 °C,25 °C,79 %,NNW,7 km/h,Mostly Cloudy,29 °C,24 °C,74 %,WNW,6 km/h,Mostly Cloudy,Afternoon
2015-11-27 13:28:59,indian,female,thin,30.0,no,no_kids,big,blue,casual,blue,short_sleeve,purple,short,clothes,5,9,no,Friday,13:28,13,28,30 °C,24 °C,70 %,WNW,6 km/h,Mostly Cloudy,29 °C,25 °C,79 %,NNW,7 km/h,Mostly Cloudy,29 °C,24 °C,74 %,WNW,6 km/h,Mostly Cloudy,Afternoon
2015-11-27 14:33:44,indian,male,moderate,49.0,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,5,8,no,Friday,14:33,14,33,30 °C,25 °C,74 %,NW,6 km/h,Mostly Cloudy,30 °C,25 °C,74 %,W,7 km/h,Mostly Cloudy,30 °C,25 °C,74 %,N,4 km/h,Mostly Cloudy,Afternoon
2015-11-27 14:48:42,indian,male,moderate,41.0,no,no_kids,big,white,casual,blue,short_sleeve,black ,long,blankets,4,10,no,Friday,14:48,14,48,30 °C,25 °C,74 %,NW,6 km/h,Mostly Cloudy,30 °C,25 °C,74 %,W,7 km/h,Mostly Cloudy,30 °C,25 °C,74 %,N,4 km/h,Mostly Cloudy,Afternoon
2015-11-27 14:48:42,indian,male,moderate,55.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,6,7,no,Friday,14:48,14,48,30 °C,25 °C,74 %,NW,6 km/h,Mostly Cloudy,30 °C,25 °C,74 %,W,7 km/h,Mostly Cloudy,30 °C,25 °C,74 %,N,4 km/h,Mostly Cloudy,Afternoon
2015-11-27 14:48:42,chinese,female,fat,32.0,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,3,7,no,Friday,14:48,14,48,30 °C,25 °C,74 %,NW,6 km/h,Mostly Cloudy,30 °C,25 °C,74 %,W,7 km/h,Mostly Cloudy,30 °C,25 °C,74 %,N,4 km/h,Mostly Cloudy,Afternoon
2015-11-27 15:25:31,foreigner ,male,moderate,37.0,no,no_kids,big,blue,casual,green,short_sleeve,black,long,blankets,6,8,yes,Friday,15:25,15,25,30 °C,24 °C,70 %,NNW,4 km/h,Mostly Cloudy,30 °C,25 °C,74 %,N,4 km/h,Mostly Cloudy,30 °C,25 °C,74 %,NW,6 km/h,Mostly Cloudy,Afternoon
2015-11-27 15:25:31,chinese,male,thin,49.0,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,3,8,yes,Friday,15:25,15,25,30 °C,24 °C,70 %,NNW,4 km/h,Mostly Cloudy,30 °C,25 °C,74 %,N,4 km/h,Mostly Cloudy,30 °C,25 °C,74 %,NW,6 km/h,Mostly Cloudy,Afternoon
2015-11-27 15:25:31,chinese,male,moderate,35.0,no,no_kids,big,white,casual,yellow,short_sleeve,black,short,clothes,3,9,no,Friday,15:25,15,25,30 °C,24 °C,70 %,NNW,4 km/h,Mostly Cloudy,30 °C,25 °C,74 %,N,4 km/h,Mostly Cloudy,30 °C,25 °C,74 %,NW,6 km/h,Mostly Cloudy,Afternoon
2015-11-27 16:58:42,chinese,male,thin,53.0,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,6,8,no,Friday,16:58,16,58,31 °C,25 °C,70 %,ENE,7 km/h,Mostly Cloudy,31 °C,24 °C,66 %,NW,6 km/h,Mostly Cloudy,30 °C,24 °C,70 %,NNE,9 km/h,Mostly Cloudy,Afternoon
2015-11-27 16:58:42,chinese,male,thin,53.0,no,no_kids,big,orange,casual,white,short_sleeve,blue_jeans,long,blankets,6,8,yes,Friday,16:58,16,58,31 °C,25 °C,70 %,ENE,7 km/h,Mostly Cloudy,31 °C,24 °C,66 %,NW,6 km/h,Mostly Cloudy,30 °C,24 °C,70 %,NNE,9 km/h,Mostly Cloudy,Afternoon
2015-11-27 17:03:52,chinese,male,thin,43.0,no,no_kids,big,red,casual,black,short_sleeve,grey,short,clothes,5,9,no,Friday,17:03,17,03,31 °C,25 °C,70 %,E,7 km/h,Mostly Cloudy,30 °C,24 °C,70 %,NNE,9 km/h,Mostly Cloudy,31 °C,25 °C,70 %,ENE,7 km/h,Mostly Cloudy,Afternoon
2015-11-27 17:25:34,malay,male,moderate,32.0,no,no_kids,big,red,casual,white,short_sleeve,blue_jeans,long,blankets,3,7,no,Friday,17:25,17,25,31 °C,25 °C,70 %,E,7 km/h,Mostly Cloudy,30 °C,24 °C,70 %,NNE,9 km/h,Mostly Cloudy,31 °C,25 °C,70 %,ENE,7 km/h,Mostly Cloudy,Afternoon
2015-11-27 17:30:51,chinese,male,thin,28.0,no,no_kids,big,red,casual,black,short_sleeve,black,short,blankets,6,9,yes,Friday,17:30,17,30,30 °C,24 °C,70 %,NNE,7 km/h,Mostly Cloudy,31 °C,25 °C,70 %,ENE,7 km/h,Mostly Cloudy,31 °C,25 °C,70 %,E,7 km/h,Mostly Cloudy,Afternoon
2015-11-27 17:30:51,indian,female,moderate,42.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,3,7,no,Friday,17:30,17,30,30 °C,24 °C,70 %,NNE,7 km/h,Mostly Cloudy,31 °C,25 °C,70 %,ENE,7 km/h,Mostly Cloudy,31 °C,25 °C,70 %,E,7 km/h,Mostly Cloudy,Afternoon
2015-11-27 17:30:51,indian,female,moderate,49.0,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,3,7,no,Friday,17:30,17,30,30 °C,24 °C,70 %,NNE,7 km/h,Mostly Cloudy,31 °C,25 °C,70 %,ENE,7 km/h,Mostly Cloudy,31 °C,25 °C,70 %,E,7 km/h,Mostly Cloudy,Afternoon
2015-11-27 17:59:15,malay,female,thin,29.0,no,no_kids,big,blue,traditional,black,long sleeve,black,long,blankets,3,10,no,Friday,17:59,17,59,30 °C,24 °C,70 %,NNE,7 km/h,Mostly Cloudy,31 °C,25 °C,70 %,ENE,7 km/h,Mostly Cloudy,31 °C,25 °C,70 %,E,7 km/h,Mostly Cloudy,Afternoon
2015-11-27 18:05:15,indian,male,fat,47.0,no,no_kids,big,white,casual,white,short_sleeve,grey,short,clothes,5,10,no,Friday,18:05,18,05,29 °C,25 °C,79 %,WNW,11 km/h,Mostly Cloudy,31 °C,25 °C,70 %,E,7 km/h,Mostly Cloudy,30 °C,24 °C,70 %,NNE,7 km/h,Mostly Cloudy,Afternoon
2015-11-27 18:05:15,indian,female,moderate,28.0,no,no_kids,big,blue,casual,white,long sleeve,black,long,blankets,3,7,no,Friday,18:05,18,05,29 °C,25 °C,79 %,WNW,11 km/h,Mostly Cloudy,31 °C,25 °C,70 %,E,7 km/h,Mostly Cloudy,30 °C,24 °C,70 %,NNE,7 km/h,Mostly Cloudy,Afternoon
2015-11-27 18:40:46,chinese,female,moderate,36.0,no,no_kids,big,black,casual,black,short_sleeve,grey,long,clothes,6,7,no,Friday,18:40,18,40,28 °C,25 °C,84 %,NW,7 km/h,Mostly Cloudy,30 °C,24 °C,70 %,NNE,7 km/h,Mostly Cloudy,29 °C,25 °C,79 %,WNW,11 km/h,Mostly Cloudy,Afternoon
2015-11-27 18:40:46,chinese,male,thin,49.0,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,10,no,Friday,18:40,18,40,28 °C,25 °C,84 %,NW,7 km/h,Mostly Cloudy,30 °C,24 °C,70 %,NNE,7 km/h,Mostly Cloudy,29 °C,25 °C,79 %,WNW,11 km/h,Mostly Cloudy,Afternoon
2015-11-27 18:52:40,chinese,male,moderate,39.0,no,no_kids,big,blue,casual,white,short_sleeve,blue,long,blankets,3,9,yes,Friday,18:52,18,52,28 °C,25 °C,84 %,NW,7 km/h,Mostly Cloudy,30 °C,24 °C,70 %,NNE,7 km/h,Mostly Cloudy,29 °C,25 °C,79 %,WNW,11 km/h,Mostly Cloudy,Afternoon
2015-11-27 19:20:57,indian,female,thin,38.0,no,no_kids,big,brown,casual,black,short_sleeve,grey,long,blankets,6,9,no,Friday,19:20,19,20,28 °C,24 °C,79 %,NNW,2 km/h,Mostly Cloudy,29 °C,25 °C,79 %,WNW,11 km/h,Mostly Cloudy,28 °C,25 °C,84 %,NW,7 km/h,Mostly Cloudy,Evening
2015-11-27 19:20:57,chinese,male,moderate,49.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,8,no,Friday,19:20,19,20,28 °C,24 °C,79 %,NNW,2 km/h,Mostly Cloudy,29 °C,25 °C,79 %,WNW,11 km/h,Mostly Cloudy,28 °C,25 °C,84 %,NW,7 km/h,Mostly Cloudy,Evening
2015-11-27 20:08:45,foreigner ,female,moderate,35.0,no,no_kids,big,red,casual,red,long sleeve,black,long,clothes,4,7,no,Friday,20:08,20,08,27 °C,24 °C,84 %,NNW,6 km/h,Mostly Cloudy,28 °C,24 °C,79 %,NNW,2 km/h,Mostly Cloudy,27 °C,24 °C,84 %,WNW,4 km/h,Mostly Cloudy,Evening
2015-11-27 20:08:45,foreigner ,female,fat,32.0,no,no_kids,big,white,casual,white,long sleeve,red,long,clothes,3,10,no,Friday,20:08,20,08,27 °C,24 °C,84 %,NNW,6 km/h,Mostly Cloudy,28 °C,24 °C,79 %,NNW,2 km/h,Mostly Cloudy,27 °C,24 °C,84 %,WNW,4 km/h,Mostly Cloudy,Evening
2015-11-27 20:29:06,indian,female,thin,47.0,no,no_kids,big,pink,casual,black,short_sleeve,black,long,clothes,4,9,no,Friday,20:29,20,29,27 °C,24 °C,84 %,NNW,6 km/h,Mostly Cloudy,28 °C,24 °C,79 %,NNW,2 km/h,Mostly Cloudy,27 °C,24 °C,84 %,WNW,4 km/h,Mostly Cloudy,Evening
2015-11-27 20:30:58,indian,female,fat,51.0,no,no_kids,big,pink,casual,white,short_sleeve,black,long,clothes,5,8,no,Friday,20:30,20,30,27 °C,24 °C,84 %,N,4 km/h,Mostly Cloudy,27 °C,24 °C,84 %,WNW,4 km/h,Mostly Cloudy,27 °C,24 °C,84 %,NNW,6 km/h,Mostly Cloudy,Evening
