No,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,Age_Group
366,15/11/2015,14:54:24,indian,male,thin,51.0,no,no_kids,big,blue,casual,black,long sleeve,brown,long,clothes,3,7,no,"(50, 60]"
367,15/11/2015,14:57:02,chinese,female,moderate,30.0,no,no_kids,big,blue,casual,white,short_sleeve,grey,long,blankets,3,7,no,"(20, 30]"
368,23/11/2015,16:05:10,malay,female,moderate,40.0,yes,young,big,purple,casual,pink,short_sleeve,grey,long,clothes,3,7,no,"(30, 40]"
369,23/11/2015,16:09:19,malay,female,fat,42.0,yes,young,big,green,casual,white,short_sleeve,white,long,clothes,3,8,no,"(40, 50]"
370,23/11/2015,16:35:09,malay,male,moderate,54.0,yes,toddler,big,pink,casual,blue,short_sleeve,blue_jeans,long,clothes,4,7,no,"(50, 60]"
371,23/11/2015,17:17:00,malay,female,fat,54.0,yes,young,big,red,casual,brown,long sleeve,blue_jeans,long,clothes,6,10,no,"(50, 60]"
372,23/11/2015,17:34:57,indian,male,fat,48.0,no,no_kids,big,yellow,casual,yellow,short_sleeve,black,long,clothes,4,7,no,"(40, 50]"
373,23/11/2015,17:36:07,indian,male,moderate,46.0,no,no_kids,big,pink,casual,blue,short_sleeve,blue_jeans,long,blankets,3,8,no,"(40, 50]"
374,23/11/2015,17:48:01,chinese,male,fat,45.0,no,no_kids,big,green,casual,black,short_sleeve,blue_jeans,long,clothes,5,10,no,"(40, 50]"
375,23/11/2015,17:48:01,malay,female,moderate,45.0,no,no_kids,small,white,formal,brown,long sleeve,blue,long,clothes,4,9,no,"(40, 50]"
376,23/11/2015,19:14:05,foreigner ,female,thin,49.0,no,no_kids,big,black,traditional,black,long sleeve,black,long,clothes,4,8,no,"(40, 50]"
377,23/11/2015,19:14:05,foreigner ,female,thin,36.0,no,no_kids,big,red,traditional,black,long sleeve,black,long,clothes,5,9,no,"(30, 40]"
378,23/11/2015,19:21:16,chinese,male,fat,32.0,no,no_kids,big,green,casual,black,short_sleeve,white,short,clothes,4,7,yes,"(30, 40]"
379,23/11/2015,20:06:27,indian,male,moderate,30.0,no,no_kids,big,green,casual,black,short_sleeve,brown,short,clothes,6,7,no,"(20, 30]"
380,23/11/2015,20:09:49,indian,male,fat,51.0,no,no_kids,big,white,casual,red,short_sleeve,green,long,clothes,6,10,no,"(50, 60]"
381,23/11/2015,20:09:49,indian,male,thin,33.0,no,no_kids,big,black,casual,blue,short_sleeve,grey,short,clothes,4,10,no,"(30, 40]"
382,23/11/2015,20:09:49,malay,female,moderate,28.0,no,no_kids,big,white,casual,brown,long sleeve,black,long,clothes,3,7,no,"(20, 30]"
383,23/11/2015,20:11:02,chinese,male,thin,50.0,no,no_kids,big,green,casual,white,short_sleeve,brown,short,clothes,5,9,yes,"(40, 50]"
384,23/11/2015,20:43:44,indian,male,fat,53.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,4,10,no,"(50, 60]"
385,23/11/2015,20:47:06,foreigner ,male,fat,52.0,no,no_kids,big,white,casual,orange,short_sleeve,brown,long,blankets,3,10,no,"(50, 60]"
386,23/11/2015,20:47:06,malay,female,thin,33.0,no,no_kids,big,red,traditional,purple,long sleeve,purple,long,clothes,4,8,yes,"(30, 40]"
387,23/11/2015,20:47:06,malay,female,thin,45.0,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no,"(40, 50]"
388,23/11/2015,20:51:47,chinese,male,thin,33.0,yes,young,big,red,casual,white,short_sleeve,blue,short,clothes,3,8,yes,"(30, 40]"
389,23/11/2015,22:16:27,indian,male,moderate,47.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,blankets,4,8,no,"(40, 50]"
390,23/11/2015,22:52:37,chinese,male,thin,31.0,no,no_kids,big,red,casual,white,short_sleeve,blue ,long,clothes,5,7,no,"(30, 40]"
391,23/11/2015,22:56:54,indian,male,fat,44.0,no,no_kids,big,red,casual,brown,short_sleeve,blue_jeans,long,clothes,5,8,no,"(40, 50]"
392,23/11/2015,22:56:54,foreigner ,female,fat,36.0,no,no_kids,big,blue,casual,grey,short_sleeve,blue_jeans,long,clothes,6,10,no,"(30, 40]"
393,23/11/2015,23:05:54,indian,male,fat,50.0,no,no_kids,big,pink,casual,green,short_sleeve,black,short,blankets,6,8,no,"(40, 50]"
394,23/11/2015,23:22:38,indian,male,thin,53.0,no,no_kids,big,red,casual,blue,short_sleeve,red,short,clothes,5,7,no,"(50, 60]"
395,23/11/2015,23:22:38,indian,male,moderate,33.0,no,no_kids,big,white,casual,green,short_sleeve,black,long,clothes,3,7,yes,"(30, 40]"
396,23/11/2015,23:29:33,chinese,male,fat,45.0,no,no_kids,big,red,casual,brown,short_sleeve,blue,long,clothes,3,9,no,"(40, 50]"
397,24/11/2015,7:38:23,chinese,male,thin,50.0,yes,young,big,blue,formal,white,long sleeve,black,long,blankets,5,7,yes,"(40, 50]"
398,24/11/2015,9:07:40,foreigner ,female,fat,36.0,no,no_kids,big,pink,casual,blue,short_sleeve,black,long,clothes,4,8,no,"(30, 40]"
399,24/11/2015,10:49:42,indian,male,moderate,49.0,no,no_kids,big,blue,casual,red,short_sleeve,black,long,clothes,6,10,no,"(40, 50]"
400,24/11/2015,10:49:42,chinese,male,fat,55.0,no,no_kids,big,black,casual,orange,long sleeve,black,short,clothes,4,10,no,"(50, 60]"
401,24/11/2015,11:20:14,indian,male,fat,44.0,no,no_kids,big,white,casual,blue,short_sleeve,black,long,blankets,4,8,no,"(40, 50]"
402,24/11/2015,11:26:29,indian,female,fat,45.0,no,no_kids,big,pink,traditional,white,short_sleeve,white,long,clothes,4,10,no,"(40, 50]"
403,24/11/2015,12:25:41,chinese,female,fat,37.0,no,no_kids,big,blue,casual,red,short_sleeve,purple,long,clothes,4,9,no,"(30, 40]"
404,24/11/2015,12:49:01,indian,male,fat,55.0,no,no_kids,big,blue,casual,black,short_sleeve,blue_jeans,short,blankets,5,10,no,"(50, 60]"
405,24/11/2015,14:40:25,indian,male,thin,54.0,no,no_kids,big,green,casual,white,short_sleeve,black,long,clothes,4,8,no,"(50, 60]"
406,24/11/2015,16:03:37,indian,male,moderate,30.0,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,9,yes,"(20, 30]"
407,24/11/2015,16:45:13,foreigner ,male,moderate,54.0,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,4,9,no,"(50, 60]"
408,24/11/2015,20:13:57,indian,male,thin,40.0,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,5,8,no,"(30, 40]"
409,24/11/2015,20:13:57,indian,male,fat,34.0,no,no_kids,big,green,casual,green,short_sleeve,brown,long,clothes,5,7,no,"(30, 40]"
410,24/11/2015,20:44:29,chinese,male,fat,35.0,no,no_kids,big,white,formal,white,long sleeve,black,long,clothes,5,9,yes,"(30, 40]"
411,24/11/2015,21:30:58,indian,male,moderate,52.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,3,10,yes,"(50, 60]"
412,24/11/2015,22:08:41,indian,male,moderate,39.0,yes,baby,big,green,casual,orange,short_sleeve,black,long,clothes,6,9,no,"(30, 40]"
413,24/11/2015,22:35:22,indian,female,moderate,43.0,no,no_kids,big,green,casual,red,short_sleeve,red,short,clothes,5,9,no,"(40, 50]"
414,24/11/2015,22:35:22,indian,female,moderate,44.0,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,8,no,"(40, 50]"
415,25/11/2015,14:11:15,indian,female,thin,40.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no,"(30, 40]"
416,25/11/2015,14:11:15,chinese,male,fat,52.0,no,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,4,7,no,"(50, 60]"
417,25/11/2015,15:27:34,indian,female,fat,39.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,4,9,no,"(30, 40]"
418,25/11/2015,16:35:21,indian,female,thin,53.0,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,10,no,"(50, 60]"
419,25/11/2015,16:35:21,indian,male,fat,31.0,no,no_kids,big,red,casual,black,short_sleeve,black,long,clothes,5,9,no,"(30, 40]"
420,25/11/2015,16:35:21,indian,male,moderate,32.0,no,no_kids,big,red,casual,white,short_sleeve,white,short,clothes,4,8,no,"(30, 40]"
421,25/11/2015,17:08:33,foreigner ,male,thin,53.0,no,no_kids,big,green,casual,blue,short_sleeve,black,long,clothes,5,10,no,"(50, 60]"
422,25/11/2015,17:08:33,chinese,female,thin,41.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,5,7,no,"(40, 50]"
423,25/11/2015,18:07:55,foreigner ,female,thin,41.0,no,no_kids,big,red,casual,red,short_sleeve,orange,long,clothes,4,8,no,"(40, 50]"
424,25/11/2015,21:25:02,chinese,male,thin,36.0,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,clothes,6,10,no,"(30, 40]"
425,25/11/2015,21:25:02,chinese,male,thin,49.0,no,no_kids,big,blue,casual,red,short_sleeve,black,short,blankets,5,8,no,"(40, 50]"
426,25/11/2015,21:58:23,indian,female,moderate,50.0,no,no_kids,big,blue,casual,black ,short_sleeve,blue,short,clothes,3,9,yes,"(40, 50]"
427,25/11/2015,21:58:23,indian,female,fat,32.0,no,no_kids,big,white,casual,black,short_sleeve,blue,short,clothes,5,8,no,"(30, 40]"
428,25/11/2015,21:59:20,chinese,female,moderate,53.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,"(50, 60]"
429,25/11/2015,22:30:03,indian,male,fat,40.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,10,no,"(30, 40]"
430,25/11/2015,22:30:03,chinese,male,thin,49.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,3,7,no,"(40, 50]"
431,25/11/2015,22:33:38,foreigner ,female,thin,47.0,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,6,8,no,"(40, 50]"
432,25/11/2015,22:33:38,chinese,female,moderate,37.0,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,5,7,no,"(30, 40]"
433,25/11/2015,22:41:24,indian,female,fat,49.0,yes,young,big,black,casual,black,short_sleeve,blue_jeans,long,clothes,5,7,no,"(40, 50]"
434,25/11/2015,23:00:39,chinese,male,thin,44.0,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,6,9,no,"(40, 50]"
435,26/11/2015,1:15:45,foreigner ,female,moderate,43.0,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,4,7,no,"(40, 50]"
436,26/11/2015,1:15:45,foreigner ,female,thin,47.0,no,no_kids,big,red,casual,brown,short_sleeve,pink,long,clothes,5,9,no,"(40, 50]"
437,26/11/2015,1:41:18,indian,female,thin,45.0,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no,"(40, 50]"
438,26/11/2015,3:53:40,chinese,male,thin,51.0,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,4,9,no,"(50, 60]"
439,26/11/2015,7:19:32,foreigner ,male,moderate,48.0,no,no_kids,small,white,casual,white,short_sleeve,green,long,clothes,5,10,no,"(40, 50]"
440,26/11/2015,9:05:04,indian,male,fat,37.0,no,no_kids,big,blue,casual,grey,short_sleeve,black,long,clothes,4,8,yes,"(30, 40]"
441,26/11/2015,9:05:04,foreigner ,male,moderate,33.0,no,no_kids,big,white,casual,white,short_sleeve,brown,long,clothes,6,8,no,"(30, 40]"
442,26/11/2015,10:37:00,indian,male,moderate,46.0,no,no_kids,big,black,casual,black,short_sleeve,grey,short,clothes,5,8,no,"(40, 50]"
443,26/11/2015,10:37:00,chinese,male,thin,28.0,no,no_kids,big,white,casual,green,unknown,black,long,clothes,5,8,no,"(20, 30]"
444,26/11/2015,12:28:12,indian,male,moderate,40.0,yes,young,big,green,casual,white,short_sleeve,black,long,clothes,6,7,no,"(30, 40]"
445,26/11/2015,16:46:45,indian,unknown,fat,35.0,no,no_kids,big,blue,casual,brown,short_sleeve,black,short,clothes,4,10,no,"(30, 40]"
446,26/11/2015,18:07:14,foreigner ,male,moderate,36.0,no,no_kids,big,yellow,casual,black,short_sleeve,white,short,clothes,5,7,no,"(30, 40]"
447,26/11/2015,19:08:56,indian,male,fat,41.0,no,no_kids,big,yellow,casual,orange,short_sleeve,black,long,blankets,4,7,no,"(40, 50]"
448,26/11/2015,19:09:25,indian,female,moderate,34.0,no,no_kids,big,blue,casual,yellow,short_sleeve,black,long,clothes,3,7,no,"(30, 40]"
449,26/11/2015,19:30:30,chinese,male,fat,29.0,no,no_kids,unknown,blue,casual,grey,short_sleeve,brown,short,clothes,3,7,no,"(20, 30]"
450,26/11/2015,22:37:33,chinese,male,thin,43.0,no,no_kids,big,unknown,casual,blue,unknown,red,short,clothes,5,10,no,"(40, 50]"
451,26/11/2015,22:46:40,malay,female,fat,32.0,no,no_kids,big,blue,casual,black,long sleeve,black,long,clothes,3,7,no,"(30, 40]"
452,26/11/2015,23:04:09,foreigner ,male,moderate,44.0,no,no_kids,big,purple,casual,grey,short_sleeve,black,long,clothes,6,10,no,"(40, 50]"
453,26/11/2015,23:13:56,chinese,female,thin,47.0,no,no_kids,big,white,formal,red,long sleeve,blue,long,clothes,6,8,yes,"(40, 50]"
454,26/11/2015,23:21:09,indian,male,moderate,45.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no,"(40, 50]"
455,26/11/2015,23:32:17,malay,female,fat,45.0,no,no_kids,big,blue,casual,blue,short_sleeve,black,long,clothes,4,10,no,"(40, 50]"
456,26/11/2015,23:32:17,malay,female,thin,54.0,no,no_kids,big,red,casual,grey,long sleeve,black,long,clothes,4,9,no,"(50, 60]"
457,27/11/2015,8:26:31,chinese,female,moderate,49.0,no,no_kids,big,green,casual,orange,short_sleeve,blue_jeans,short,clothes,4,10,no,"(40, 50]"
458,27/11/2015,8:45:29,malay,female,thin,34.0,no,no_kids,big,grey,casual,white,short_sleeve,black,long,clothes,3,8,no,"(30, 40]"
459,27/11/2015,8:55:52,chinese,male,thin,44.0,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,4,9,no,"(40, 50]"
460,27/11/2015,8:55:52,chinese,female,moderate,53.0,no,no_kids,big,white,casual,brown,short_sleeve,blue_jeans,short,clothes,4,7,no,"(50, 60]"
461,27/11/2015,9:15:51,indian,male,thin,33.0,no,no_kids,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no,"(30, 40]"
462,27/11/2015,9:15:51,indian,male,thin,36.0,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,5,10,no,"(30, 40]"
463,27/11/2015,9:15:51,indian,male,thin,53.0,no,no_kids,big,grey,casual,white,short_sleeve,red,short,clothes,6,10,no,"(50, 60]"
464,27/11/2015,10:22:32,malay,female,moderate,47.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,clothes,6,10,no,"(40, 50]"
465,27/11/2015,11:35:02,foreigner ,female,thin,34.0,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,6,10,no,"(30, 40]"
466,27/11/2015,11:35:02,foreigner ,female,moderate,54.0,no,no_kids,big,white,casual,yellow,long sleeve,blue,long,blankets,4,9,no,"(50, 60]"
467,27/11/2015,12:25:06,chinese,male,moderate,52.0,no,no_kids,big,yellow,traditional,black,long sleeve,black,long,blankets,4,8,yes,"(50, 60]"
468,27/11/2015,12:37:20,indian,male,moderate,52.0,no,no_kids,small,yellow,formal,red,short_sleeve,blue,long,clothes,5,9,no,"(50, 60]"
469,27/11/2015,12:48:06,chinese,male,thin,38.0,yes,toddler,big,blue,casual,red,short_sleeve,brown,long,clothes,4,7,no,"(30, 40]"
470,27/11/2015,13:25:50,chinese,female,fat,53.0,no,no_kids,big,red,casual,brown,long sleeve,red,long,clothes,3,9,no,"(50, 60]"
471,27/11/2015,13:28:59,indian,female,thin,30.0,no,no_kids,big,blue,casual,blue,short_sleeve,purple,short,clothes,5,9,no,"(20, 30]"
472,27/11/2015,14:33:44,indian,male,moderate,49.0,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,5,8,no,"(40, 50]"
473,27/11/2015,14:48:42,indian,male,moderate,41.0,no,no_kids,big,white,casual,blue,short_sleeve,black ,long,blankets,4,10,no,"(40, 50]"
474,27/11/2015,14:48:42,indian,male,moderate,55.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,6,7,no,"(50, 60]"
475,27/11/2015,14:48:42,chinese,female,fat,32.0,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,3,7,no,"(30, 40]"
476,27/11/2015,15:25:31,chinese,male,moderate,35.0,no,no_kids,big,white,casual,yellow,short_sleeve,black,short,clothes,3,9,no,"(30, 40]"
477,27/11/2015,15:25:31,foreigner ,male,moderate,37.0,no,no_kids,big,blue,casual,green,short_sleeve,black,long,blankets,6,8,yes,"(30, 40]"
478,27/11/2015,15:25:31,chinese,male,thin,49.0,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,3,8,yes,"(40, 50]"
479,27/11/2015,16:58:42,chinese,male,thin,53.0,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,6,8,no,"(50, 60]"
480,27/11/2015,16:58:42,chinese,male,thin,53.0,no,no_kids,big,orange,casual,white,short_sleeve,blue_jeans,long,blankets,6,8,yes,"(50, 60]"
481,27/11/2015,17:03:52,chinese,male,thin,43.0,no,no_kids,big,red,casual,black,short_sleeve,grey,short,clothes,5,9,no,"(40, 50]"
482,27/11/2015,17:25:34,malay,male,moderate,32.0,no,no_kids,big,red,casual,white,short_sleeve,blue_jeans,long,blankets,3,7,no,"(30, 40]"
483,27/11/2015,17:30:51,chinese,male,thin,28.0,no,no_kids,big,red,casual,black,short_sleeve,black,short,blankets,6,9,yes,"(20, 30]"
484,27/11/2015,17:30:51,indian,female,moderate,42.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,3,7,no,"(40, 50]"
485,27/11/2015,17:30:51,indian,female,moderate,49.0,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,3,7,no,"(40, 50]"
486,27/11/2015,17:59:15,malay,female,thin,29.0,no,no_kids,big,blue,traditional,black,long sleeve,black,long,blankets,3,10,no,"(20, 30]"
487,27/11/2015,18:05:15,indian,male,fat,47.0,no,no_kids,big,white,casual,white,short_sleeve,grey,short,clothes,5,10,no,"(40, 50]"
488,27/11/2015,18:05:15,indian,female,moderate,28.0,no,no_kids,big,blue,casual,white,long sleeve,black,long,blankets,3,7,no,"(20, 30]"
489,27/11/2015,18:40:46,chinese,male,thin,49.0,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,10,no,"(40, 50]"
490,27/11/2015,18:40:46,chinese,female,moderate,36.0,no,no_kids,big,black,casual,black,short_sleeve,grey,long,clothes,6,7,no,"(30, 40]"
491,27/11/2015,18:52:40,chinese,male,moderate,39.0,no,no_kids,big,blue,casual,white,short_sleeve,blue,long,blankets,3,9,yes,"(30, 40]"
492,27/11/2015,19:20:57,indian,female,thin,38.0,no,no_kids,big,brown,casual,black,short_sleeve,grey,long,blankets,6,9,no,"(30, 40]"
493,27/11/2015,19:20:57,chinese,male,moderate,49.0,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,8,no,"(40, 50]"
494,27/11/2015,20:08:45,foreigner ,female,moderate,35.0,no,no_kids,big,red,casual,red,long sleeve,black,long,clothes,4,7,no,"(30, 40]"
495,27/11/2015,20:08:45,foreigner ,female,fat,32.0,no,no_kids,big,white,casual,white,long sleeve,red,long,clothes,3,10,no,"(30, 40]"
496,27/11/2015,20:29:06,indian,female,thin,47.0,no,no_kids,big,pink,casual,black,short_sleeve,black,long,clothes,4,9,no,"(40, 50]"
497,27/11/2015,20:30:58,indian,female,fat,51.0,no,no_kids,big,pink,casual,white,short_sleeve,black,long,clothes,5,8,no,"(50, 60]"
498,27/11/2015,20:42:26,chinese,female,thin,46.0,no,no_kids,big,black,casual,white,short_sleeve,blue_jeans,long,clothes,6,9,no,"(40, 50]"
499,27/11/2015,20:44:46,foreigner ,female,thin,41.0,yes,young,big,pink,casual,white,short_sleeve,blue_jeans,long,clothes,3,10,no,"(40, 50]"
500,27/11/2015,21:03:10,chinese,female,moderate,28.0,yes,young,big,red,casual,black,short_sleeve,black,long,clothes,5,7,yes,"(20, 30]"
501,27/11/2015,21:10:54,foreigner ,male,thin,36.0,yes,young,big,white,traditional,blue,long sleeve,blue,long,clothes,3,8,no,"(30, 40]"
502,27/11/2015,21:15:59,malay,female,fat,51.0,yes,toddler,big,pink,casual,red,short_sleeve,black,long,blankets,5,10,yes,"(50, 60]"
503,27/11/2015,21:15:59,malay,female,fat,29.0,yes,young,big,pink,traditional,grey,long sleeve,grey,long,blankets,6,9,yes,"(20, 30]"
504,27/11/2015,21:15:59,chinese,male,moderate,44.0,no,no_kids,big,red,casual,yellow,short_sleeve,blue_jeans,long,clothes,6,8,no,"(40, 50]"
505,27/11/2015,21:15:59,chinese,male,fat,31.0,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,8,yes,"(30, 40]"
506,27/11/2015,21:27:10,indian,female,fat,52.0,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,4,10,no,"(50, 60]"
507,27/11/2015,21:27:10,indian,female,moderate,32.0,yes,toddler,big,pink,casual,black,short_sleeve,black,long,clothes,3,10,no,"(30, 40]"
508,27/11/2015,21:27:10,indian,female,thin,32.0,no,no_kids,big,white,casual,white,short_sleeve,blue_jeans,long,clothes,3,8,yes,"(30, 40]"
509,27/11/2015,21:27:10,malay,female,fat,49.0,yes,young,big,red,casual,red,long sleeve,black,long,blankets,3,7,no,"(40, 50]"
510,27/11/2015,21:46:58,malay,female,fat,28.0,yes,toddler,big,red,traditional,white,long sleeve,white,long,blankets,6,7,yes,"(20, 30]"
511,27/11/2015,21:46:58,malay,female,moderate,48.0,yes,young,big,red,casual,black,unknown,grey,long,blankets,5,8,no,"(40, 50]"
512,27/11/2015,22:01:50,chinese,male,fat,35.0,no,no_kids,big,white,casual,black,short_sleeve,blue_jeans,long,blankets,3,7,yes,"(30, 40]"
513,27/11/2015,22:32:42,chinese,male,moderate,38.0,no,no_kids,big,red,casual,yellow,short_sleeve,blue_jeans,long,clothes,5,8,no,"(30, 40]"
514,27/11/2015,22:32:42,chinese,male,fat,49.0,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,9,yes,"(40, 50]"
515,27/11/2015,22:32:42,indian,female,fat,34.0,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,3,10,no,"(30, 40]"
516,27/11/2015,22:32:42,indian,female,moderate,44.0,yes,toddler,big,pink,casual,black,short_sleeve,black,long,clothes,3,7,no,"(40, 50]"
517,27/11/2015,22:44:34,chinese,male,moderate,52.0,no,no_kids,big,unknown,unknown,green,unknown,black,long,clothes,4,8,no,"(50, 60]"
518,27/11/2015,22:49:09,chinese,male,thin,50.0,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,6,9,no,"(40, 50]"
519,27/11/2015,22:49:09,chinese,female,moderate,38.0,no,no_kids,big,white,casual,brown,short_sleeve,blue_jeans,short,clothes,4,10,no,"(30, 40]"
520,27/11/2015,22:49:09,indian,male,thin,52.0,no,no_kids,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no,"(50, 60]"
521,27/11/2015,22:49:09,indian,male,thin,52.0,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,5,7,no,"(50, 60]"
522,27/11/2015,22:49:09,indian,male,thin,50.0,no,no_kids,big,grey,casual,white,short_sleeve,red,short,clothes,6,10,no,"(40, 50]"
523,27/11/2015,22:58:50,foreigner ,female,fat,51.0,no,no_kids,unknown,unknown,casual,black,long sleeve,black,long,blankets,5,9,no,"(50, 60]"
524,27/11/2015,22:58:50,indian,female,moderate,52.0,no,no_kids,big,blue,casual,white,short_sleeve,white,long,clothes,5,7,yes,"(50, 60]"
525,27/11/2015,23:17:24,foreigner ,male,moderate,32.0,no,no_kids,big,blue,casual,red,short_sleeve,black,short,clothes,3,9,no,"(30, 40]"
526,27/11/2015,23:17:24,chinese,male,thin,29.0,no,no_kids,big,purple,casual,grey,short_sleeve,brown,short,blankets,5,9,yes,"(20, 30]"
527,27/11/2015,23:23:43,indian,male,moderate,29.0,no,no_kids,big,purple,casual,green,short_sleeve,black,short,blankets,5,9,no,"(20, 30]"
528,27/11/2015,23:23:43,foreigner ,female,moderate,47.0,yes,young,big,blue,casual,black,short_sleeve,black,long,clothes,5,8,no,"(40, 50]"
529,27/11/2015,23:48:28,indian,male,fat,40.0,yes,toddler,big,blue,formal,black,short_sleeve,black,long,clothes,6,7,no,"(30, 40]"
530,27/11/2015,23:50:39,chinese,female,moderate,31.0,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,3,7,no,"(30, 40]"
531,27/11/2015,23:50:39,indian,female,fat,44.0,yes,young,big,black,casual,black,short_sleeve,blue_jeans,long,clothes,6,7,no,"(40, 50]"
532,27/11/2015,23:50:39,chinese,male,thin,54.0,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,6,8,no,"(50, 60]"
533,27/11/2015,23:50:39,foreigner ,female,moderate,28.0,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,4,8,no,"(20, 30]"
534,27/11/2015,23:56:22,foreigner ,female,thin,34.0,no,no_kids,big,red,casual,brown,short_sleeve,pink,long,clothes,5,10,no,"(30, 40]"
535,27/11/2015,23:56:22,indian,female,thin,36.0,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no,"(30, 40]"
536,27/11/2015,23:56:22,chinese,male,thin,43.0,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,5,9,no,"(40, 50]"
537,28/11/2015,0:04:53,chinese,female,moderate,29.0,no,no_kids,big,green,casual,red,short_sleeve,black,long,blankets,3,7,no,"(20, 30]"
538,28/11/2015,0:12:04,indian,female,moderate,30.0,no,no_kids,big,green,casual,red,short_sleeve,red,short,clothes,3,9,no,"(20, 30]"
539,28/11/2015,0:12:04,indian,female,moderate,46.0,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,9,no,"(40, 50]"
540,28/11/2015,0:12:04,indian,female,thin,39.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,6,7,no,"(30, 40]"
541,28/11/2015,0:12:04,chinese,male,fat,55.0,no,no_kids,big,white,unknown,brown,short_sleeve,white,short,clothes,4,9,no,"(50, 60]"
542,28/11/2015,0:21:35,indian,female,fat,43.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,3,9,no,"(40, 50]"
543,28/11/2015,0:21:35,indian,female,thin,29.0,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,9,no,"(20, 30]"
544,28/11/2015,0:26:07,chinese,male,thin,42.0,no,no_kids,big,purple,casual,red,short_sleeve,white,short,blankets,6,8,no,"(40, 50]"
545,28/11/2015,0:47:29,chinese,male,thin,55.0,yes,toddler,big,yellow,casual,black,short_sleeve,black,long,clothes,4,9,no,"(50, 60]"
546,28/11/2015,0:47:29,indian,male,thin,40.0,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,6,10,no,"(30, 40]"
547,28/11/2015,0:47:29,malay,female,fat,36.0,no,no_kids,big,yellow,casual,purple,long sleeve,green,long,clothes,3,9,no,"(30, 40]"
548,28/11/2015,0:53:14,indian,male,thin,37.0,yes,young,big,orange,formal,red,short_sleeve,grey,long,clothes,6,9,no,"(30, 40]"
